review,time
"음질 들어봤는데 정말 좋네여 처음에는 저가 10,000원 짜리 쓰다가 비싼 헤드폰을 쓰니 확실히 저가 헤드폰은 이제 못쓰겠더라고여 디자인보다 실용성을 강조해서 만들어서 그런지 아웃도어 용으로도 좋고 특히 박스가 고급스러워서 맘에듭니다.",2013-10-02
"디자인도 깔금하고, 음질은 두말할거 없고.. 가격도 착하고 젠하이저 제품은 믿고써도 될듯하네요, 모멘텀이 젠하이저 제품으로 세번째 ㅎㅎ 주위 회사동료들도 들어보고 다들 물어보네요,, 짱좋다구 ㅎ 이건사야한다고 ㅎ 만족해요 그래서 ^^",2014-05-28
예전부터 구매 할까 고민하다가 드디어 구매를 했는데개인 적으로 올라운드 용으로 괜찮은 것 같습니다. 어떤 음악을 들어도 무난 하네요.. 일정기간 에이징을 하면 좀더 좋은 음질을 들려줄것 같아기대도 되구요… 잘 산것 같습니다.,2013-12-12
품질도 상당하고 음질도 좋은 헤드폰입니다. 원음에 가까운 소리를 내는 헤드폰이 아닌 저음 강화되어있는 헤드폰에 익숙하신 분들은 심심한 소리라는 평이 많으신데 소리도 깔끔하고 전혀 걸리는 부분이 없는 음질을 가진 헤드폰입니다. 직접 방문수령했는데 직원 분들도 친절하시고 처리도 깔끔하게 잘 해주시네요. 이어폰 잘 쓰고 헤드폰도 잘 쓰겠습니다. 감사드립니다,2013-02-19
딱 보고 놀랐습니다. 이 가격에 이 헤드폰이라니. 소니 Mdr 1R 과 견주다가 이 가격 보고 고민 안했습니다. 고민할 필요 없죠. 문의 답변도 바로 달아주시고 주문한 지 하루만에 물건 배송도 받고 정말 감사합니다. 방금 하나하나 뜯어보고 놀랐습니다. 이래서 젠하이저 모멘텀을 사람들이 노래를 하는구나 했습니다. 이벤트가 언제까지일지 모르지만 MX680까지 받았습니다. 정말 기분 좋은 하루입니다. 잘 들을게요. 많이 파세요~,2013-02-21
헤드폰 처음으로 써보는데… 이어폰이랑 많이 다르네요ㅠ 너무 만족합니다… 어떤 사람은 모멘텀 소리가 심심하다고 표현한 사람이 있던데… 전 그저 완전 신세계네요ㅋㅋ 이어폰은 ie80의 저음에 길들여져 있었는데 저음은 이것보다 약하다는게 느껴지지만 다른 면에서보면 완전 만족입니다ㅋㅋ 다음엔 엠페리어 도전해봐야겠습니다ㅋㅋ,2013-11-14
우선 젠하이저를 이런 가격에 접할 수 있다는 게 정말 기뻐요 그리고 배송도 어찌나 빠른지 선물할 거라서 늦으면 어떡하나 걱정했는데.. 좋네요 제품의 질이야 말 안해도 유명하니. 생략할게요 많이 파세요,2014-01-10
젠하이저 모멘텀은 상품포장부터 고급스러웠다. 모습만 보아도 한눈에 정성이 보이고 고급 헤드폰임을 느낄수 있게한다. 음질은 상상이상이다. 음이 잘 분리되고 고음과 저음에서 모두 우수한 품질을 보인다,2013-12-22
패키지 고급스럽구요 세세한 수작업의 느낌이 납니다 처음엔 고음이 좀 맘에 안들었지만 들으면 들을수록 적응이되네요 케이스나 마감은 정말 좋습니다. 사음품으로 받은 스피커두 쓸만하네요~^^...,2013-05-29
구매 후 하루만에 배송된것 같더군요. 지금 호주로 날아오고 있는 중이라 사용해보지는 못했습니다. 잘 쓰겠습니다. 다만 일주일도 안되서 가격이 떨어져서 마음이 아프네요..ㅠ.ㅠ,2013-07-14
다른 리뷰와 마찬가지로 플래한 음색을 보여줍니다.?편안한 음악감상에 최고인거 같아요. 다만 아쉽다면 출력이 약한 느낌이네요,2013-08-02
"플랫한 음감! 하지만 기본에 충실하고 왜곡없는 전달력., 맘에듭니다.아직 에이징 중인데 조금씩 고급스러운 젠 하이져 만에 소리가 완성되 갑니다.",2013-09-17
mdr 1r 구매후 만족을 느끼지 못해 좀 더 비싸지만 모멘텀으로 넘어왔는데 역시 옳은 선택이었던거 같습니다. 아주 맘에 들어요,2013-04-16
"요즘 제일 뜨는 제품인 젠하이져 모멘텀 블랙입니다. 디자인과 품질이야 잘 알려진 것처럼 탄탄합니다. 롯데아이몰에서 카드, 쿠폰, 포인트 등 해서 저렴하게 잘 산 것 같습니다. 만족합니다!",2013-03-27
디자인이나 음질 모두 뛰어나네요. 크기도 밖에서 듣기에도 부담스러울정도는 아니고 쫌 비싸긴해도 만족합니다.,2013-05-22
배송 빨랐고 상품도 좋아요~ 젠하이져가 가감없이 정직한 소리를 낸다는 걸 아는 분들이라면 만족하실 거에요,2013-08-02
트파와는 또 다른 소리의 느낌을 가진 헤드폰이네요. 저음과 고음 모두 만족스럽습니다. 가격도 마음에 드네요. 사은품인 이어폰도 생각보다 만족도가 크네요^^,2013-05-22
진리의 검빨 조합으로 이쁘고 소리도 너무 좋아요. 해상도도 좋고 밀폐형치고는 입체감도 좋네요.,2013-03-11
디자인은 솔직히 생각한거 보다 기대 이하입니다. 하지만 착용감이나 음질은 정말 좋네요!!!,2014-05-01
저렴한 가격에 이어폰까지 받아서 좋아요 젠하이져 모멘텀 정말 아웃도어 헤드폰의 지존입니다,2013-05-05
여러가지 헤드셋을사봤지만 에이징 후 이 헤드셋이 제일 좋은거 같아요 주로 성시경 발리드나 마룬5노래 듣는데 무난하게 듣을수있네요,2014-03-05
새 상품이 맞습니까? 아니면 젠하이저의 제품 포장에 문제가 있는건지… 배송은 빠릅니다.,2014-02-25
ak100 번들이라 해도 전혀 어색 하지 않을 정도로 좋은 음을 들려 주네요. 강추 합니다.,2013-07-16
고음이 조금 딸리긴 하지만 아웃도어용으로 사서 밖에서 들으면 밸런스가 잘 잡히네요.,2013-03-17
"배송도 빠르고, 유선이라는 한계에도 음색이나 음질이 훌륭합니다. 무겁지도 않고요.",2013-12-09
디자인도 마음에 들고 음질도 좋습니다. 소니 MDR-1R과 많이 갈등했는데 후회되지 않는 선택이란 생각이 듭니다. 강력 추천합니다.,2013-02-19
가격이 조금 아쉽지만 착용감 및 음색 모두 제 마음에 쏙 듭니다. 번창하세요,2013-03-06
너무 좋습니다 배송 빠르구요 음질 죽여줘요~ 일단 디자인이 아웃도어용으로 딱인거같습니다. 아이폰에 물리는순간 그 음질은 감동 그자체입니다,2013-08-18
"잘 사용하고 있습니다. 기대를 많이 갖고 구매를 했었기 때문인지는 몰라도 음질이 생각만큼 좋다고 느껴지지는 않습니다. 여름에는 좀 덥고, 겨울에 사용하기에 적당합니다.",2014-03-04
우와 ~ 빠른 배송과 완벽한 포장 ~ 정말 맘에 듭니다~,2013-08-27
그냥 좋다 라고 밖에 할말이 없네요 좋습니다. ^^,2013-03-09
잘 쓰겠습니다. 나름 저렴하게 잘 샀네요. ㅋ...,2013-08-07
주문 후 지체없이 받아볼 수 있어서 좋습니다.,2013-03-28
음악을 듣는 것 자체가 즐겁다는 것을 처음 알았습니다. 매우 기분 좋습니다. 가격이 비싸긴 하지만 그만큼 오래 잘 쓰려고 합니다.,2013-10-02
배송 완전 빠르고 음질도 만족스럽습니다.,2013-07-25
배송도 빠르고 제품 청음감도 정말 좋아요,2013-04-17
역시 명성에 걸맞는 폭넓은 질을 구사한다. 선물용으로도 괜찮은 제품이라고 생각된다. 앞으로도 신제품이 나오면 구매의사가 있다.,2014-03-04
배송도 빠르고 좋습니다. 할인쿠폰도 많이 적용되고 생각보다 좋은 물건을 빠르기 받아서 만족합니다,2013-10-31
배송도 빠르고 헤드폰 음질도 좋네요.,2013-03-01
싼가격에 빠르게 받은거 같아요ㅎㅎ,2014-06-14
정말 마음에 듭니다~ 많이 파세요!,2013-04-17
저음이 특히 좋네요~~만족합니다.,2013-09-19
"디자인, 성능 모두 맘에 드네요^^",2013-04-29
비싼만큼 고장안나고 오래 오래 사용할수 있기만 기대해 봅니다 최사 몇년은 사용해야 하는데 아멘,2014-06-30
최고네요. 불만없음!! 완전만족~,2013-05-24
같이주신 이어폰도 잘 받았어요,2013-04-30
ㅎㅎ 좋아요 아주좋아요~ 동일 type의 제품에 비해 만족도가 높네요. 많이파세요~~~~~~~~~~~~~~~!!!!!!!!!!!!!!!!!,2013-12-15
완전 싼 가격에 잘샀습니당ㅎㅎ,2014-05-25
배송도 빠르고 음질도 좋아요,2013-10-28
"제품도 좋고, 소리도 좋네요.",2013-03-20
너무 좋고 만족스럽습니다.,2013-08-07
비싼 값을 했으면 좋겠네요,2014-04-02
깨끗한 소리가 특징입니다,2013-07-29
배송 가격. 다 맘에 듬니다,2013-07-28
빨간색 선이 인상적이네요,2013-04-01
짱짱 조아여 꼭 쓰세여!!!!,2014-02-13
귀마개도 고급스럽고 귀를 편안히 감싸주네요. 음악의 실현도 좋네요^^,2014-01-02
가격 대비 훌륭한 음질!!,2014-07-02
사이즈가 의외로 작네요. 음질은 조금더 담금질을 해야 제소리가 나올듯합니다. 만족합니다,2013-05-11
쿠폰신공과 카드할인신공으로 좀 싸게 구입했구요 역시 모멘텀임,2013-03-11
정말 좋습니다. 가격도 처음보다 많이 저렴해졌고... 좋은 소리 들려줍니다. 많이 지르세요 ㅎ,2013-12-27
상품자체는 좋은 것 같아보이고 배송도 즉시 이루어졌으나 택배 기사가 배송예정 통보시 관리사무소에 맡겨달라고 메시지를 보냈는데도 상의도 없이 소화전 안에 놓고 가면서 메세지만 보내는 황당한 일이 있었음.,2014-01-09
사운드가 쥑이네,2013-07-30
잘 받았습니다~~,2013-02-27
아들이 귀를 완전히 덮는다고 편하다고 하네요. 맘에 들어합니다.,2013-03-04
좋군요 ,2013-05-07
배송 정말 빨랐구요 젠하이저 명성답게 소리 좋네요 이어폰이 사은품으로 포함되어 더욱 좋아요,2013-05-06
꼭 쓰세여 소니 MDR-1R따위 걍 발라버리는 음질과 성능입니다!!! 1R이랑 많이 고민하시던데 전 둘다 써봤습니다! 모멘텀이 갑입니다 꼭 쓰세여,2014-02-14
제품도 안전하게 잘왔고 질도 좋으며 합리적인 가격에 사서 좋습니다. 노이즈 캔슬링도 잘되고 음질도 좋습니다.,2013-08-07
생각보다 사이즈가 작아서 놀랐어요. 아주 쬐금만 더 크고 선 재질이 아주 쬐금만 더 굵었다면 완전 만족!,2013-04-26
"저렴한 가격에 잘샀어요. 쿠폰 매겨서 297,300 에 구매했습니다.ㅎㅎ 소리야 뭐.. 너무 좋구요. 다만 번인(에이징)이 필요해서 장시간 들어야 겠네요.ㅎ 배송상태 좋고, 배송이 너무 빨라서 무지 좋았습니다.",2013-10-09
하루만에 도착(우체국) 초고속배송에 한 번 만족. 제품상태에 두 번 만족. 제품성능에 세 번 만족. 짱짱맨.,2013-11-01
배송도 빠르고~ 상품도 좋고^^ 신랑 생일선물로 구매했는데 엄청엄청 조아하네요^^ 감사합니다~,2013-09-09
역시 젠하이져의 모멘텀이네요 ㅋ 빠른베송 감사합니다/,2013-07-20
빠른배송 감사합니다. 꼼꼼한 포장에 덤까지~^^ 천천히 길들여서 이쁘게 잘 듣겠습니다!!,2013-07-25
추천합니다… 배송 정말 빠르네요....,2013-02-20
몹시 만족합니다 ㅎㅎ 엄청나게 빠른 배송(1.0일) 감사합니다. 추석 시즌 아니라도 기대하기 힘든 속도였어요! 대단합니다! 에이징 조금만 하면 정말 괜찮은 제품이네요.,2013-09-17
"저녁에 주문했는데 아침에 바로 받았네요, 빠른 배송 감사합니다. 잘 사용할께요...",2013-08-08
좋습니다~ 좋은 가격에 좋은 상품을 받아 봐서 너무너무 기쁨니다 굿굿굿 행복하세요,2013-10-22
지인에게 줄 선물이라 급하게 주문했는데 하루만에 왔습니다. 빠른 배송 정말 감사드립니다.  사은품 이어폰도 감사드립니다.,2013-07-04
빠른 배송 감사합니다. 사은품도 빠짐없이 왔네요.,2013-04-19
배송도 빠르고 통화상담도 좋네요 ㅎㅎ 그리고 제품은 젠하이져꺼라서 말이 필요 없을정도로 좋네요 ㅎㅎ,2013-12-27
빠른 배송 감사합니다 -ㅋㅋㅋㅋ,2013-09-02
제가 저번에 쓰던 헤드폰이 고장이나가지고;;ㄷㄷㅠㅠ새로사야되서 친구드란테 물어보니까 젠하이져 조흔브랜드라고해서이리저리둘러보다가 샀읍니다!!!ㅎㅎㅎㅎ그래서 아까와서 디자인도 굳! 음질도 굳! 가격은..... 굳...? 굳하죠 뭐 ㅋ어쨋든 정말좋은선택한거같네요 ㅋㅋ부러지지만 않길기도합니다...ㄷㄷㄷ,2014-08-16
"왠만해선 리뷰를 잘 쓰지 않는 1人입니다. 정말 1번 들어보니 알겠더군요. 제가 아는 지인은 mdr-1r을 쓰고 있지만 이 제품을 추천해 주진 않더군요;; 이 제품 이야기는 한 번도 안 하기도 했고, 고르는게 상당한 시간을 들여 제품을 구입했습니다. 청음을 권유했지만 청음매장도 얼마 없고, 시간도 없고, 해서 젠하이저를 구입하게 되었습니다. 젠하이저는 이어폰도 쓰고 있어서 신뢰가 가더군요. 소니는 얼마 안 써봐서, 잘 모르긴 합니다. 여러가지 종류의 음악을 듣는 저에게도 이 헤드폰은 좋더군요. 살짝 아쉬운 점은 고음 부분이긴 한데... 그렇게 거슬리는 부분은 아닌 것 같네요. 귀가 작아서 착용감도 좋고, 포장도 정말 잘 되어서 오고, 배송이 엄청 빨랐어요. 정말 하루 걸려서 오더라구요. 정말 빨라서 좋았어요.요즘엔 음악 잘 안 들었었는데... 이제 실컷 듣게 생겼네요. 좋은 제품을 사서 그런지 기분이 정말 좋네요. 오래 오래 사용할 수 있을 것 같은 헤드폰! 판매자 분 많이 많이 파세요^^",2014-08-27
선물로샀어요배송도 짱 빨라서좋네요ㄱㅋㅋ써보진 않아서 성능은 잘 모르겄으나믿고삽니다~,2014-08-28
막귀입니다. mdr-1r 과 고민하시는 분이라면 잘 생각해서 구입하세요. 왜냐면 전 머리가 큰 편인데요 생각보다 제품이 작아서 놀랬습니다. ㅠㅠ 사진상으론 엄청 큰줄 알았네요. 막귀이고 집에서 그냥 들으실거면 소니로 가는게 좋을거 같아요...ㅠㅠ 착용감은 밤에 잘때 끼고 잡니다. 그래도 귀가 안아프긴 해요. 목이 아프지 ㅠㅠ 그리고 마이크선이 폰과 접촉접이 안좋은지 지지직 소리가 납니다. G2 쓰고 있고요. 접촉점을 빙글빙글 돌리거나 폰을 움직이면 지지지ㅣㅈ직 거리네요. 마이크선 봉인하고 그냥 일반 선 쓰니까 괜찮아요. 참고하시고요 음질에 대해선 저도 막귀니까 ㅠㅠ KOKIA - 音の旅人.flac 파일로 청음해봤는데 확실히 이어폰과는 틀린게 해상력도 이어폰에 밀리지 않고 특히 베이스 두둥 거리는 소리가 뒷골까지 한바퀴 돌고오는 느낌이라 더 웅장해요. 그외에 무손실 파일 말고 그냥 벅스뮤직 같은거 들을땐 잘 모르겠어요.,2014-08-30
밸런스 있는소리 붕붕 거리는 저음을 원하는 사람에게는 잘 맞지 않을듯 하다 집에서 듣기에는 저음이 좀 있는 편이지만 아웃도어시 상당히 밸런스 있게 들림 그렇다고 집에서 듣기에 나쁜 소리냐면 그건또 아니다 적당한 저음에 적당한 고음 나름 듣는 재미가 있다,2014-09-04
항상 저렴한 이어폰만 쓰다가 처음으로 고급형 헤드셑을 찾던중 젠하이저 모멘텀에 대해 너무나 많은 분들이 추천을 하는 것을 보고 샀는데 음질도 너무 좋고 만족하고 있습니다. 저는 주로 클래식 음악을 많이 듣는데 악기별 섬세한 소리를 다 잡아주고 있습니다.,2014-09-10
디자인 깔끔하고 음색이 플랫하지만 부담스럽지않아 들으면 들을수록 정감이갑니다. 아웃도어용으로 하나쯤 소장하여 쭉가면 좋을듯하네요~ 가격도 많이 내려갔고 만족합니다.,2014-09-12
"비슷한 가격대의 소니와 고민하다가 지인의 추천으로 모멘텀을 구입하였습니다.착용감도 좋고 막귀인 저에게는 음향도 적당히 좋고 해서 만족입니다.스폰지도 착용감 좋고 괜찮긴 한데, 귓바퀴가 들어가는 공간이 작다보니 귀가 접혀서3~4시간 정도 착용하고 있다보면 많이 아파집니다그래서 이어폰과 반씩 나눠서 듣고 있습니다.그거 빼고는 다 만족하는 모멘텀.. 갈색 색상이 훨 예쁜거 같아요 ㅎㅎ",2014-09-15
역시 젠하이져~~ 좋아하는 재즈뮤지션의 숨소리 까지 생생하게 나타내는 해상력~~!!!!! 괜히 이름값 하는게 아니였구나 새삼 느꼈구요배송도 그안의 포장도 신경쓴부분들이 보이니 더할나위 없는 만족감이 제 귀를 행복하게 해주네요 많이 파세요 오랜만에 인터넷에서 진짜를 만난것같아 좋습니다~^^,2014-09-28
색상 고민을 많이 했는데 핫트랙에서 블랙을 보고 나름 시크함에 매료되었지만 과감히 아이보리로 모험을 했는데 잘잘한 선택 같아요! 완전 예쁘고 좋네요. 에이징이고 뭐고 일단 좋아하는 음악을 쭉 듣고 있는데 감동이네요. 이전에 mx980을 썼는데 공간감과 타격감은 약간 부족하지만 중저음에서 고급스러움이 느껴지네요. 제 귀가 작아서 귀가 불편하지도 안구요. 암튼 강추입니다,2014-10-01
